arm,rule,variable,r_bc_frozen,r_bc_reparsed,delta
llama_1p,answer,atchctr,0.019460641321008103,0.019460641321008103,0.0
llama_1p,answer,atcherp,0.45803530823835525,0.45803530823835525,0.0
llama_1p,answer,cptppola,0.6201267152902075,0.6201267152902075,0.0
llama_1p,answer,euftf,-0.2753761539613288,-0.2753761539613288,0.0
llama_1p,answer,freehms,-0.6280167626551977,-0.6280167626551977,0.0
llama_1p,answer,gincdif,0.09478764637136818,0.09478764637136818,0.0
llama_1p,answer,happy,0.5727600704040933,0.5727600704040933,0.0
llama_1p,answer,health,-0.4833813837717242,-0.4833813837717242,0.0
llama_1p,answer,hincfel,-0.5509054173507751,-0.5509054173507751,0.0
llama_1p,answer,hmsacld,-0.6027766565830625,-0.6027766565830625,0.0
llama_1p,answer,hmsfmlsh,-0.48973146407782114,-0.48973146407782114,0.0
llama_1p,answer,imbgeco,-0.0030889127455033015,-0.0030889127455033015,0.0
llama_1p,answer,imdfetn,-0.22111033416196782,-0.22111033416196782,0.0
llama_1p,answer,impcntr,-0.34931140731855487,-0.34931140731855487,0.0
llama_1p,answer,imsmetn,-0.1575233230530161,-0.1575233230530161,0.0
llama_1p,answer,imueclt,0.253243185691834,0.253243185691834,0.0
llama_1p,answer,imwbcnt,-0.16124234328658024,-0.16124234328658024,0.0
llama_1p,answer,inprdsc,0.4611615330773864,0.4611615330773864,0.0
llama_1p,answer,polintr,-0.32665708329926285,-0.32665708329926285,0.0
llama_1p,answer,pplfair,0.5974385851339346,0.5974385851339346,0.0
llama_1p,answer,pplhlp,0.6766129246928272,0.6766129246928272,0.0
llama_1p,answer,ppltrst,0.5481732872795683,0.5481732872795683,0.0
llama_1p,answer,psppipla,0.5314465233215013,0.5314465233215013,0.0
llama_1p,answer,psppsgva,0.4293731027623257,0.4293731027623257,0.0
llama_1p,answer,rlgatnd,-0.6397741332579892,-0.6397741332579892,0.0
llama_1p,answer,sclmeet,0.32657519689997994,0.32657519689997994,0.0
llama_1p,answer,stfdem,0.6431871280045659,0.6431871280045659,0.0
llama_1p,answer,stfeco,0.49761257693115113,0.49761257693115113,0.0
llama_1p,answer,stfedu,0.23408437055620712,0.23408437055620712,0.0
llama_1p,answer,stfgov,0.3639579443040313,0.3639579443040313,0.0
llama_1p,answer,stfhlth,0.5870333803519159,0.5870333803519159,0.0
llama_1p,answer,stflife,0.7061010614724154,0.7061010614724154,0.0
llama_1p,answer,trstep,0.4552929795455808,0.4552929795455808,0.0
llama_1p,answer,trstlgl,0.685408810909015,0.685408810909015,0.0
llama_1p,answer,trstplc,0.7243606890079916,0.7243606890079916,0.0
llama_1p,answer,trstplt,0.4361164992080394,0.4361164992080394,0.0
llama_1p,answer,trstprl,0.6812799302543697,0.6812799302543697,0.0
llama_1p,answer,trstprt,0.5072302200654509,0.5072302200654509,0.0
llama_1p,answer,trstun,0.33330925310670356,0.33330925310670356,0.0
llama_1p,answer,vote,-0.051024564491877075,-0.051024564491877075,0.0
llama_1p,unique,actrolga,0.49761448561712435,0.49761448561712435,0.0
llama_1p,unique,aesfdrk,-0.4924935584472179,-0.4924935584472179,0.0
llama_1p,unique,atchctr,0.019460641321008103,0.019460641321008103,0.0
llama_1p,unique,atcherp,0.45803530823835525,0.45803530823835525,0.0
llama_1p,unique,cptppola,0.6201267152902075,0.6201267152902075,0.0
llama_1p,unique,euftf,-0.2753761539613288,-0.2753761539613288,0.0
llama_1p,unique,freehms,-0.6280167626551977,-0.6275179260812294,0.0004988365739683198
llama_1p,unique,gincdif,0.09478764637136818,0.09478764637136818,0.0
llama_1p,unique,happy,0.5727600704040933,0.5727600704040933,0.0
llama_1p,unique,health,-0.4833813837717242,-0.4833813837717242,0.0
llama_1p,unique,hincfel,-0.5509054173507751,-0.5537296615035356,-0.0028242441527605022
llama_1p,unique,hmsacld,-0.6027766565830625,-0.6024994375517769,0.00027721903128552494
llama_1p,unique,hmsfmlsh,-0.48973146407782114,-0.48973146407782114,0.0
llama_1p,unique,imbgeco,-0.0030889127455033015,-0.0030889127455033015,0.0
llama_1p,unique,imdfetn,-0.22111033416196782,-0.22257344876101962,-0.0014631145990517958
llama_1p,unique,impcntr,-0.34931140731855487,-0.3463871561361429,0.0029242511824119632
llama_1p,unique,imsmetn,-0.1575233230530161,-0.15713600329050606,0.0003873197625100522
llama_1p,unique,imueclt,0.253243185691834,0.253243185691834,0.0
llama_1p,unique,imwbcnt,-0.16124234328658024,-0.16124234328658024,0.0
llama_1p,unique,inprdsc,0.4611615330773864,0.4611615330773864,0.0
llama_1p,unique,polintr,-0.32665708329926285,-0.32665708329926285,0.0
llama_1p,unique,pplfair,0.5974385851339346,0.5974385851339346,0.0
llama_1p,unique,pplhlp,0.6766129246928272,0.6766129246928272,0.0
llama_1p,unique,ppltrst,0.5481732872795683,0.5481732872795683,0.0
llama_1p,unique,psppipla,0.5314465233215013,0.5314465233215013,0.0
llama_1p,unique,psppsgva,0.4293731027623257,0.4293731027623257,0.0
llama_1p,unique,rlgatnd,-0.6397741332579892,-0.6397741332579892,0.0
llama_1p,unique,sclmeet,0.32657519689997994,0.32657519689997994,0.0
llama_1p,unique,stfdem,0.6431871280045659,0.6431871280045659,0.0
llama_1p,unique,stfeco,0.49761257693115113,0.49761257693115113,0.0
llama_1p,unique,stfedu,0.23408437055620712,0.23408437055620712,0.0
llama_1p,unique,stfgov,0.3639579443040313,0.3639579443040313,0.0
llama_1p,unique,stfhlth,0.5870333803519159,0.5870333803519159,0.0
llama_1p,unique,stflife,0.7061010614724154,0.7061010614724154,0.0
llama_1p,unique,trstep,0.4552929795455808,0.4552929795455808,0.0
llama_1p,unique,trstlgl,0.685408810909015,0.685408810909015,0.0
llama_1p,unique,trstplc,0.7243606890079916,0.7243606890079916,0.0
llama_1p,unique,trstplt,0.4361164992080394,0.4361164992080394,0.0
llama_1p,unique,trstprl,0.6812799302543697,0.6812799302543697,0.0
llama_1p,unique,trstprt,0.5072302200654509,0.5072302200654509,0.0
llama_1p,unique,trstun,0.33330925310670356,0.33330925310670356,0.0
llama_1p,unique,vote,-0.051024564491877075,-0.051024564491877075,0.0
llama_1p,any,actrolga,0.49761448561712435,0.49761448561712435,0.0
llama_1p,any,aesfdrk,-0.4924935584472179,-0.4936218433062474,-0.0011282848590294936
llama_1p,any,atchctr,0.019460641321008103,0.019460641321008103,0.0
llama_1p,any,atcherp,0.45803530823835525,0.45803530823835525,0.0
llama_1p,any,cptppola,0.6201267152902075,0.6201267152902075,0.0
llama_1p,any,euftf,-0.2753761539613288,-0.2753761539613288,0.0
llama_1p,any,freehms,-0.6280167626551977,-0.6275179260812294,0.0004988365739683198
llama_1p,any,gincdif,0.09478764637136818,0.09478764637136818,0.0
llama_1p,any,happy,0.5727600704040933,0.5727600704040933,0.0
llama_1p,any,health,-0.4833813837717242,-0.4833813837717242,0.0
llama_1p,any,hincfel,-0.5509054173507751,-0.5564569488319634,-0.005551531481188254
llama_1p,any,hmsacld,-0.6027766565830625,-0.6025969656104753,0.00017969097258718758
llama_1p,any,hmsfmlsh,-0.48973146407782114,-0.48973146407782114,0.0
llama_1p,any,imbgeco,-0.0030889127455033015,-0.0030889127455033015,0.0
llama_1p,any,imdfetn,-0.22111033416196782,-0.22830259202213932,-0.007192257860171497
llama_1p,any,impcntr,-0.34931140731855487,-0.3463871561361429,0.0029242511824119632
llama_1p,any,imsmetn,-0.1575233230530161,-0.15686088954299376,0.0006624335100223477
llama_1p,any,imueclt,0.253243185691834,0.253243185691834,0.0
llama_1p,any,imwbcnt,-0.16124234328658024,-0.16124234328658024,0.0
llama_1p,any,inprdsc,0.4611615330773864,0.46042960405396866,-0.0007319290234177322
llama_1p,any,polintr,-0.32665708329926285,-0.32665708329926285,0.0
llama_1p,any,pplfair,0.5974385851339346,0.5974385851339346,0.0
llama_1p,any,pplhlp,0.6766129246928272,0.6766129246928272,0.0
llama_1p,any,ppltrst,0.5481732872795683,0.5481732872795683,0.0
llama_1p,any,psppipla,0.5314465233215013,0.5314465233215013,0.0
llama_1p,any,psppsgva,0.4293731027623257,0.4293731027623257,0.0
llama_1p,any,rlgatnd,-0.6397741332579892,-0.6397741332579892,0.0
llama_1p,any,sclmeet,0.32657519689997994,0.32657519689997994,0.0
llama_1p,any,stfdem,0.6431871280045659,0.6431871280045659,0.0
llama_1p,any,stfeco,0.49761257693115113,0.49761257693115113,0.0
llama_1p,any,stfedu,0.23408437055620712,0.23408437055620712,0.0
llama_1p,any,stfgov,0.3639579443040313,0.3639579443040313,0.0
llama_1p,any,stfhlth,0.5870333803519159,0.5870333803519159,0.0
llama_1p,any,stflife,0.7061010614724154,0.7061010614724154,0.0
llama_1p,any,trstep,0.4552929795455808,0.4552929795455808,0.0
llama_1p,any,trstlgl,0.685408810909015,0.685408810909015,0.0
llama_1p,any,trstplc,0.7243606890079916,0.7243606890079916,0.0
llama_1p,any,trstplt,0.4361164992080394,0.4361164992080394,0.0
llama_1p,any,trstprl,0.6812799302543697,0.6812799302543697,0.0
llama_1p,any,trstprt,0.5072302200654509,0.5072302200654509,0.0
llama_1p,any,trstun,0.33330925310670356,0.33330925310670356,0.0
llama_1p,any,vote,-0.051024564491877075,-0.051024564491877075,0.0
llama_3p,last,actrolga,0.6516452480598649,0.6500033212788823,-0.0016419267809826277
llama_3p,last,aesfdrk,-0.0448817345433671,-0.05348222740602738,-0.008600492862660278
llama_3p,last,atchctr,-0.2511109781752477,-0.25421484370958924,-0.0031038655343415544
llama_3p,last,atcherp,0.1456484800320339,0.15970650993682783,0.014058029904793934
llama_3p,last,cptppola,0.48382925289324946,0.4885096327791456,0.0046803798858961465
llama_3p,last,euftf,-0.10901211653023953,-0.11942677455321254,-0.01041465802297302
llama_3p,last,freehms,-0.5849322375497668,-0.5697607989981017,0.015171438551665029
llama_3p,last,gincdif,0.08408592607407105,0.06779972591352136,-0.016286200160549685
llama_3p,last,happy,0.46669075579512376,0.46180714694432,-0.0048836088508037445
llama_3p,last,health,-0.37410798611711277,-0.3827538340379923,-0.008645847920879524
llama_3p,last,hincfel,0.044005252904954134,0.013953740125175553,-0.03005151277977858
llama_3p,last,hmsacld,-0.6888280339877465,-0.6879310025450871,0.0008970314426594017
llama_3p,last,hmsfmlsh,-0.006587680853859889,-0.029147071688162704,-0.022559390834302813
llama_3p,last,imbgeco,0.4885580078526764,0.47368339178596286,-0.01487461606671353
llama_3p,last,imdfetn,-0.0008597071200978704,-0.013559508732125275,-0.012699801612027405
llama_3p,last,impcntr,-0.08441321462486717,-0.08909170962763845,-0.004678495002771274
llama_3p,last,imsmetn,-0.04470627972854997,-0.049575921730800006,-0.004869642002250034
llama_3p,last,imueclt,0.3429595942005639,0.3637485184300987,0.020788924229534822
llama_3p,last,imwbcnt,0.3232196043314706,0.33253945050489836,0.009319846173427737
llama_3p,last,inprdsc,0.33843330983197145,0.343759581443193,0.005326271611221567
llama_3p,last,polintr,-0.3816622617392977,-0.3744585064164286,0.007203755322869099
llama_3p,last,pplfair,0.7282052454276446,0.7421682127804375,0.013962967352792899
llama_3p,last,pplhlp,0.503959501025811,0.5516659278979301,0.04770642687211912
llama_3p,last,ppltrst,0.30651487545951156,0.3237790449812868,0.01726416952177523
llama_3p,last,psppipla,0.38412379539491803,0.3880796378741499,0.003955842479231864
llama_3p,last,psppsgva,0.3302542637960302,0.33366301269814713,0.0034087489021169537
llama_3p,last,rlgatnd,-0.11603656490621192,-0.09763588045333785,0.018400684452874072
llama_3p,last,sclmeet,0.2088681090701969,0.2055971746700466,-0.003270934400150305
llama_3p,last,stfdem,0.4960542415757158,0.5024883458373464,0.006434104261630547
llama_3p,last,stfeco,0.19294550499985175,0.19771796932300548,0.00477246432315373
llama_3p,last,stfedu,-0.11591406831951402,-0.12506842368056664,-0.009154355361052621
llama_3p,last,stfgov,0.2075164415362548,0.2216888863440019,0.014172444807747125
llama_3p,last,stfhlth,-0.0378187605626957,-0.05095406304761656,-0.013135302484920855
llama_3p,last,stflife,0.40814416022111,0.4289991420443408,0.02085498182323081
llama_3p,last,trstep,-0.18442181314781397,-0.17604474150061755,0.008377071647196421
llama_3p,last,trstlgl,0.3794017860228385,0.3978607053853817,0.01845891936254318
llama_3p,last,trstplc,0.16940227900566532,0.16084520148174225,-0.008557077523923068
llama_3p,last,trstplt,0.17637317560473115,0.15635644992668293,-0.020016725678048214
llama_3p,last,trstprl,0.20793426776463877,0.23132392034253393,0.02338965257789516
llama_3p,last,trstprt,0.27540981054485736,0.27284719022837733,-0.0025626203164800243
llama_3p,last,trstun,0.0323555941866211,0.03032254341788115,-0.0020330507687399517
llama_3p,last,vote,0.03719264583138057,0.042983193593555645,0.005790547762175073
llama_3p,answer,actrolga,0.6516452480598649,0.6516452480598649,0.0
llama_3p,answer,aesfdrk,-0.0448817345433671,-0.04437859005617269,0.0005031444871944138
llama_3p,answer,atchctr,-0.2511109781752477,-0.25153148857292007,-0.0004205103976723801
llama_3p,answer,atcherp,0.1456484800320339,0.14566980779573266,2.132776369875855e-05
llama_3p,answer,cptppola,0.48382925289324946,0.48382925289324946,0.0
llama_3p,answer,euftf,-0.10901211653023953,-0.11006161557605282,-0.001049499045813293
llama_3p,answer,freehms,-0.5849322375497668,-0.5869668252617292,-0.00203458771196241
llama_3p,answer,gincdif,0.08408592607407105,0.08282912719820056,-0.0012567988758704907
llama_3p,answer,happy,0.46669075579512376,0.46610268065304483,-0.0005880751420789254
llama_3p,answer,health,-0.37410798611711277,-0.3780797611171545,-0.003971775000041755
llama_3p,answer,hincfel,0.044005252904954134,0.04723456789915619,0.003229314994202058
llama_3p,answer,hmsacld,-0.6888280339877465,-0.6881904408363255,0.0006375931514209787
llama_3p,answer,hmsfmlsh,-0.006587680853859889,-0.0075340921805470825,-0.0009464113266871932
llama_3p,answer,imbgeco,0.4885580078526764,0.4874417258643856,-0.0011162819882907793
llama_3p,answer,imdfetn,-0.0008597071200978704,-0.0015368098205825172,-0.0006771027004846468
llama_3p,answer,impcntr,-0.08441321462486717,-0.08537471934111993,-0.0009615047162527535
llama_3p,answer,imsmetn,-0.04470627972854997,-0.044633100690896155,7.317903765381717e-05
llama_3p,answer,imueclt,0.3429595942005639,0.34290874839285884,-5.084580770503555e-05
llama_3p,answer,imwbcnt,0.3232196043314706,0.32193804241467905,-0.0012815619167915737
llama_3p,answer,inprdsc,0.33843330983197145,0.33843330983197145,0.0
llama_3p,answer,polintr,-0.3816622617392977,-0.3816622617392977,0.0
llama_3p,answer,pplfair,0.7282052454276446,0.7298158025103185,0.0016105570826738802
llama_3p,answer,pplhlp,0.503959501025811,0.5109803810376331,0.007020880011822106
llama_3p,answer,ppltrst,0.30651487545951156,0.3057417148744934,-0.00077316058501814
llama_3p,answer,psppipla,0.38412379539491803,0.3864040982607564,0.0022803028658383573
llama_3p,answer,psppsgva,0.3302542637960302,0.3315550739438541,0.0013008101478239054
llama_3p,answer,rlgatnd,-0.11603656490621192,-0.11853827355538797,-0.0025017086491760515
llama_3p,answer,sclmeet,0.2088681090701969,0.20879248537751494,-7.562369268196423e-05
llama_3p,answer,stfdem,0.4960542415757158,0.497006435389529,0.0009521938138131736
llama_3p,answer,stfeco,0.19294550499985175,0.19906705851800033,0.006121553518148581
llama_3p,answer,stfedu,-0.11591406831951402,-0.11872295393501361,-0.002808885615499593
llama_3p,answer,stfgov,0.2075164415362548,0.20876866426883375,0.001252222732578967
llama_3p,answer,stfhlth,-0.0378187605626957,-0.03518287943114292,0.002635881131552782
llama_3p,answer,stflife,0.40814416022111,0.4084876358649055,0.0003434756437954989
llama_3p,answer,trstep,-0.18442181314781397,-0.18456586921937213,-0.0001440560715581518
llama_3p,answer,trstlgl,0.3794017860228385,0.3816745032995361,0.002272717276697589
llama_3p,answer,trstplc,0.16940227900566532,0.16474929730482668,-0.004652981700838638
llama_3p,answer,trstplt,0.17637317560473115,0.17690312106210265,0.0005299454573715057
llama_3p,answer,trstprl,0.20793426776463877,0.21396186957705707,0.006027601812418293
llama_3p,answer,trstprt,0.27540981054485736,0.27543093159663223,2.1121051774875e-05
llama_3p,answer,trstun,0.0323555941866211,0.03450171871197445,0.0021461245253533504
llama_3p,answer,vote,0.03719264583138057,0.03719264583138057,0.0
llama_3p,unique,actrolga,0.6516452480598649,0.6526250514424002,0.000979803382535338
llama_3p,unique,aesfdrk,-0.0448817345433671,-0.044412065453803995,0.0004696690895631059
llama_3p,unique,atchctr,-0.2511109781752477,-0.24838748189585885,0.0027234962793888373
llama_3p,unique,atcherp,0.1456484800320339,0.14774861440588663,0.00210013437385273
llama_3p,unique,cptppola,0.48382925289324946,0.4867661286858957,0.002936875792646232
llama_3p,unique,euftf,-0.10901211653023953,-0.11958667449525073,-0.010574557965011208
llama_3p,unique,freehms,-0.5849322375497668,-0.5854757081838817,-0.0005434706341149731
llama_3p,unique,gincdif,0.08408592607407105,0.07752532118424799,-0.00656060488982306
llama_3p,unique,happy,0.46669075579512376,0.4646110956071121,-0.002079660188011645
llama_3p,unique,health,-0.37410798611711277,-0.38698445379712076,-0.012876467680007997
llama_3p,unique,hincfel,0.044005252904954134,0.04465339843159084,0.0006481455266367092
llama_3p,unique,hmsacld,-0.6888280339877465,-0.6932505967776126,-0.00442256278986608
llama_3p,unique,hmsfmlsh,-0.006587680853859889,-0.010137567358976935,-0.0035498865051170458
llama_3p,unique,imbgeco,0.4885580078526764,0.47125430505744353,-0.017303702795232856
llama_3p,unique,imdfetn,-0.0008597071200978704,-0.003022586843066086,-0.0021628797229682156
llama_3p,unique,impcntr,-0.08441321462486717,-0.08303077229411307,0.0013824423307541023
llama_3p,unique,imsmetn,-0.04470627972854997,-0.028155866780119065,0.016550412948430907
llama_3p,unique,imueclt,0.3429595942005639,0.36691678107003894,0.023957186869475067
llama_3p,unique,imwbcnt,0.3232196043314706,0.33689854269779707,0.013678938366326443
llama_3p,unique,inprdsc,0.33843330983197145,0.34317129525550927,0.004737985423537816
llama_3p,unique,polintr,-0.3816622617392977,-0.38201535666328756,-0.00035309492398988285
llama_3p,unique,pplfair,0.7282052454276446,0.7415454261411718,0.013340180713527161
llama_3p,unique,pplhlp,0.503959501025811,0.5421831661870097,0.03822366516119868
llama_3p,unique,ppltrst,0.30651487545951156,0.32453773035368383,0.01802285489417227
llama_3p,unique,psppipla,0.38412379539491803,0.38105596679576464,-0.0030678285991533882
llama_3p,unique,psppsgva,0.3302542637960302,0.33543821635848425,0.005183952562454075
llama_3p,unique,rlgatnd,-0.11603656490621192,-0.10187157165965402,0.0141649932465579
llama_3p,unique,sclmeet,0.2088681090701969,0.20544278787007803,-0.003425321200118875
llama_3p,unique,stfdem,0.4960542415757158,0.5092362523454135,0.01318201076969766
llama_3p,unique,stfeco,0.19294550499985175,0.21508993518860633,0.022144430188754588
llama_3p,unique,stfedu,-0.11591406831951402,-0.10994858530270415,0.005965483016809867
llama_3p,unique,stfgov,0.2075164415362548,0.21408305427423988,0.006566612737985089
llama_3p,unique,stfhlth,-0.0378187605626957,-0.03318669125291948,0.004632069309776221
llama_3p,unique,stflife,0.40814416022111,0.44932369153806206,0.04117953131695207
llama_3p,unique,trstep,-0.18442181314781397,-0.18472019472690773,-0.0002983815790937594
llama_3p,unique,trstlgl,0.3794017860228385,0.397358447578498,0.017956661555659448
llama_3p,unique,trstplc,0.16940227900566532,0.18027908330382464,0.01087680429815932
llama_3p,unique,trstplt,0.17637317560473115,0.16087551889441024,-0.015497656710320912
llama_3p,unique,trstprl,0.20793426776463877,0.2367264174885281,0.028792149723889326
llama_3p,unique,trstprt,0.27540981054485736,0.27310182398536426,-0.0023079865594931026
llama_3p,unique,trstun,0.0323555941866211,0.0411651054182824,0.0088095112316613
llama_3p,unique,vote,0.03719264583138057,0.038136110801624705,0.0009434649702441331
llama_3p,any,actrolga,0.6516452480598649,0.6527956470818999,0.0011503990220349536
llama_3p,any,aesfdrk,-0.0448817345433671,-0.041708524932270584,0.003173209611096517
llama_3p,any,atchctr,-0.2511109781752477,-0.23955424163470185,0.011556736540545842
llama_3p,any,atcherp,0.1456484800320339,0.15654453676144328,0.010896056729409381
llama_3p,any,cptppola,0.48382925289324946,0.4900996487608097,0.00627039586756023
llama_3p,any,euftf,-0.10901211653023953,-0.11068194341727837,-0.0016698268870388444
llama_3p,any,freehms,-0.5849322375497668,-0.5969284438922112,-0.011996206342444471
llama_3p,any,gincdif,0.08408592607407105,0.07304537872184556,-0.011040547352225483
llama_3p,any,happy,0.46669075579512376,0.46341551275528625,-0.0032752430398375054
llama_3p,any,health,-0.37410798611711277,-0.37290943397136433,0.0011985521457484327
llama_3p,any,hincfel,0.044005252904954134,0.009373779608438165,-0.03463147329651597
llama_3p,any,hmsacld,-0.6888280339877465,-0.6883911180216483,0.0004369159660981836
llama_3p,any,hmsfmlsh,-0.006587680853859889,0.0011040767827784062,0.0076917576366382955
llama_3p,any,imbgeco,0.4885580078526764,0.461832819753499,-0.0267251880991774
llama_3p,any,imdfetn,-0.0008597071200978704,-0.013235683384047611,-0.012375976263949741
llama_3p,any,impcntr,-0.08441321462486717,-0.07232835488671399,0.01208485973815318
llama_3p,any,imsmetn,-0.04470627972854997,-0.03217743783717651,0.01252884189137346
llama_3p,any,imueclt,0.3429595942005639,0.3567135550635207,0.013753960862956827
llama_3p,any,imwbcnt,0.3232196043314706,0.33620042569451963,0.012980821363049011
llama_3p,any,inprdsc,0.33843330983197145,0.34623745085789,0.007804141025918532
llama_3p,any,polintr,-0.3816622617392977,-0.3781169005934579,0.003545361145839754
llama_3p,any,pplfair,0.7282052454276446,0.7259471402550398,-0.0022581051726048296
llama_3p,any,pplhlp,0.503959501025811,0.5613797431631824,0.0574202421373714
llama_3p,any,ppltrst,0.30651487545951156,0.3479448344868297,0.041429959027318164
llama_3p,any,psppipla,0.38412379539491803,0.38108703074310574,-0.003036764651812296
llama_3p,any,psppsgva,0.3302542637960302,0.3207088164591352,-0.009545447336894997
llama_3p,any,rlgatnd,-0.11603656490621192,-0.11069164522738319,0.005344919678828733
llama_3p,any,sclmeet,0.2088681090701969,0.1823891373975371,-0.026478971672659807
llama_3p,any,stfdem,0.4960542415757158,0.5035523468635927,0.007498105287876922
llama_3p,any,stfeco,0.19294550499985175,0.2036408678776548,0.010695362877803066
llama_3p,any,stfedu,-0.11591406831951402,-0.10454009827822384,0.011373970041290177
llama_3p,any,stfgov,0.2075164415362548,0.2068903386888105,-0.0006261028474442987
llama_3p,any,stfhlth,-0.0378187605626957,-0.03717431282120635,0.0006444477414893554
llama_3p,any,stflife,0.40814416022111,0.45987864772423104,0.05173448750312104
llama_3p,any,trstep,-0.18442181314781397,-0.1932177931385492,-0.008795979990735225
llama_3p,any,trstlgl,0.3794017860228385,0.39734946347044015,0.017947677447601618
llama_3p,any,trstplc,0.16940227900566532,0.1925834825779059,0.023181203572240572
llama_3p,any,trstplt,0.17637317560473115,0.1773052285074674,0.0009320529027362634
llama_3p,any,trstprl,0.20793426776463877,0.2674948039958391,0.059560536231200306
llama_3p,any,trstprt,0.27540981054485736,0.27617097761594805,0.0007611670710906959
llama_3p,any,trstun,0.0323555941866211,0.034893426858600904,0.002537832671979802
llama_3p,any,vote,0.03719264583138057,0.036616584228519135,-0.0005760616028614371
qwen_1p_anchored,last,actrolga,0.737158362263824,0.737158362263824,0.0
qwen_1p_anchored,last,aesfdrk,0.3460582539722598,0.3460582539722598,0.0
qwen_1p_anchored,last,cptppola,0.5313547933464173,0.5313547933464173,0.0
qwen_1p_anchored,last,freehms,0.6341530445346447,0.6341530445346447,0.0
qwen_1p_anchored,last,gincdif,0.1819872336035417,0.1819872336035417,0.0
qwen_1p_anchored,last,happy,0.6976805806890054,0.6976805806890054,0.0
qwen_1p_anchored,last,health,0.25011530591788655,0.25011530591788655,0.0
qwen_1p_anchored,last,hincfel,0.7848556879700237,0.7848556879700237,0.0
qwen_1p_anchored,last,hmsacld,0.7533693853425096,0.7533693853425096,0.0
qwen_1p_anchored,last,hmsfmlsh,0.053046893083024675,0.053046893083024675,0.0
qwen_1p_anchored,last,imdfetn,0.4776136007475722,0.4776136007475722,0.0
qwen_1p_anchored,last,impcntr,0.41822316200326337,0.41822316200326337,0.0
qwen_1p_anchored,last,imsmetn,0.3842811881741922,0.3842811881741922,0.0
qwen_1p_anchored,last,inprdsc,0.7238607597280418,0.7238607597280418,0.0
qwen_1p_anchored,last,polintr,0.7771780323662477,0.7771780323662477,0.0
qwen_1p_anchored,last,psppipla,0.7976750401757032,0.7976750401757032,0.0
